"MUNICIPIO","DEPARTAMENTO","POBLACIÓN_5_16","TASA_MATRICULACIÓN_5_16","COBERTURA_NETA","COBERTURA_NETA_TRANSICIÓN","COBERTURA_NETA_PRIMARIA","COBERTURA_NETA_SECUNDARIA","COBERTURA_NETA_MEDIA","COBERTURA_BRUTA","COBERTURA_BRUTA_TRANSICIÓN","COBERTURA_BRUTA_PRIMARIA","COBERTURA_BRUTA_SECUNDARIA","COBERTURA_BRUTA_MEDIA","DESERCIÓN","DESERCIÓN_TRANSICIÓN","DESERCIÓN_PRIMARIA","DESERCIÓN_SECUNDARIA","DESERCIÓN_MEDIA","APROBACIÓN","APROBACIÓN_TRANSICIÓN","APROBACIÓN_PRIMARIA","APROBACIÓN_SECUNDARIA","APROBACIÓN_MEDIA","REPROBACIÓN","REPROBACIÓN_TRANSICIÓN","REPROBACIÓN_PRIMARIA","REPROBACIÓN_SECUNDARIA","REPROBACIÓN_MEDIA","REPITENCIA","REPITENCIA_TRANSICIÓN","REPITENCIA_PRIMARIA","REPITENCIA_SECUNDARIA","REPITENCIA_MEDIA"
"La Gloria","Cesar","4303",0.7348,0.7348,0.4188,0.7006,0.6221,0.3857,0.8022,0.7151,0.8726,0.8259,0.6199,0.0575,0.0837,0.0536,0.0632,0.0405,0.8814,0,0.889,0.8421,0.9392,0.0611,0,0.0574,0.0948,0.0203,0.0888,0.0279,0.118,0.0866,0.0177
"González","Cesar","966",0.7371,0.7371,0.5211,0.8372,0.5207,0.2647,0.7754,0.662,1.0258,0.6716,0.4588,0.0575,0.0638,0.0227,0.1101,0.0769,0.8369,0,0.8914,0.7004,0.8974,0.1056,0,0.0859,0.1894,0.0256,0.1335,0,0.0756,0.2731,0.1026
"Gamarra","Cesar","3530",0.6159,0.6159,0.3897,0.6251,0.5332,0.272,0.6677,0.6287,0.7381,0.7002,0.4511,0.0453,0.0292,0.051,0.0518,0.0121,0.8641,0,0.8773,0.7977,0.9476,0.0906,0,0.0716,0.1504,0.0403,0.1099,0.0234,0.1129,0.1517,0.0241
"El Paso","Cesar","10913",0.9547,0.9527,0.5426,0.8722,0.8032,0.4478,1.0643,0.9947,1.1214,1.1359,0.7949,0.0665,0.0773,0.0637,0.076,0.0403,0.8849,0,0.9014,0.8439,0.9238,0.0485,0,0.0349,0.08,0.0358,0.0904,0.0446,0.0839,0.1232,0.0439
"El Copey","Cesar","8255",0.8899,0.8877,0.5727,0.8618,0.6886,0.3601,0.9608,0.9055,1.1212,0.9294,0.6399,0.0698,0.0904,0.0506,0.0955,0.0621,0.8447,0.0077,0.8688,0.7905,0.8664,0.0855,0.0077,0.0806,0.114,0.0715,0.1067,0.0519,0.1135,0.1295,0.0405
"Curumaní","Cesar","10255",0.8433,0.8412,0.581,0.855,0.6726,0.386,0.9077,0.9102,1.0541,0.8784,0.6023,0.0567,0.0591,0.0498,0.0698,0.0459,0.8959,0,0.9122,0.8587,0.9061,0.0473,0,0.038,0.0715,0.048,0.0711,0.0273,0.0755,0.0913,0.023
"Chiriguaná","Cesar","7490",0.9077,0.9069,0.5268,0.8762,0.7141,0.4135,1.0049,0.9101,1.1498,0.9935,0.6886,0.0563,0.0945,0.0538,0.0615,0.0251,0.9004,0,0.8985,0.8886,0.9418,0.0432,0,0.0477,0.0499,0.0331,0.0897,0.061,0.0964,0.1093,0.0212
"Chimichagua","Cesar","9949",0.8372,0.8368,0.5763,0.7903,0.6232,0.3776,0.933,1.0353,1.0395,0.8933,0.6885,0.0432,0.0581,0.0352,0.0512,0.0421,0.8934,0.0161,0.9076,0.8617,0.8991,0.0634,0.0161,0.0573,0.0871,0.0589,0.0914,0.0964,0.1065,0.0851,0.0389
"Bosconia","Cesar","11470",0.8371,0.8346,0.51,0.7963,0.6717,0.3466,0.9186,0.8575,1.0465,0.9329,0.6007,0.073,0.1016,0.0697,0.0826,0.0356,0.8495,0.0032,0.8735,0.7915,0.9105,0.0775,0.0032,0.0568,0.1259,0.0539,0.1101,0.0339,0.1143,0.1452,0.0227
"Becerril","Cesar","6489",0.9345,0.9337,0.631,0.9217,0.6681,0.3422,1.0347,0.9911,1.2414,0.976,0.6103,0.0542,0.0617,0.0374,0.0758,0.0622,0.8872,0.0041,0.9124,0.8389,0.8808,0.0586,0.0041,0.0502,0.0853,0.057,0.1119,0.035,0.1253,0.13,0.0432
"Astrea","Cesar","5692",0.8426,0.8426,0.4936,0.793,0.6597,0.3703,0.9378,1.0191,1.0411,0.9274,0.644,0.0663,0.0981,0.0558,0.0845,0.031,0.8844,0.0063,0.8984,0.8441,0.9344,0.0493,0.0063,0.0458,0.0714,0.0346,0.122,0.0752,0.1291,0.151,0.0419
"Agustín Codazzi","Cesar","16074",1.0022,1.0009,0.7114,0.9751,0.7772,0.3798,1.1194,1.1688,1.2454,1.1309,0.7432,0.0571,0.0878,0.0474,0.0682,0.0374,0.8748,0,0.901,0.824,0.8918,0.0682,0,0.0516,0.1078,0.0708,0.1081,0.0835,0.0997,0.1472,0.0327
"Aguachica","Cesar","27102",0.8036,0.8023,0.5768,0.795,0.6751,0.4051,0.8772,0.8399,0.9445,0.8902,0.7035,0.0408,0.0451,0.0386,0.0501,0.0169,0.8739,0.0021,0.8991,0.808,0.9254,0.0854,0.0021,0.0623,0.1418,0.0576,0.0966,0.02,0.0965,0.1313,0.0373
"Valledupar","Cesar","120301",0.8529,0.8495,0.6034,0.8219,0.7236,0.4451,0.9237,0.8416,0.9814,0.9449,0.777,0.0403,0.0478,0.0394,0.0461,0.0219,0.8868,0.0038,0.915,0.8331,0.9091,0.0729,0.0038,0.0456,0.1207,0.0691,0.0863,0.0542,0.073,0.1211,0.0485
"Villa Rica","Cauca","3942",0.756,0.756,0.3823,0.8038,0.605,0.3746,0.8425,0.7768,0.9462,0.8037,0.697,0.0367,0.0466,0.0392,0.0383,0.0203,0.8779,0.0259,0.8824,0.8372,0.9365,0.0854,0.0259,0.0784,0.1245,0.0431,0.0996,0.0518,0.1062,0.1319,0.0254
"Totoró","Cauca","5922",0.6388,0.6386,0.3718,0.6253,0.5338,0.2762,0.693,0.593,0.7904,0.7029,0.4725,0.0349,0.0165,0.0194,0.058,0.0445,0.8725,0.0099,0.91,0.7941,0.8797,0.0925,0.0099,0.0706,0.148,0.0757,0.1055,0.0297,0.103,0.1509,0.0312
"Toribio","Cauca","8326",0.7227,0.7227,0.536,0.7761,0.5893,0.3545,0.8155,0.8784,0.8885,0.8004,0.6441,0.0464,0.0154,0.0272,0.0783,0.0588,0.9043,0,0.9305,0.8449,0.9013,0.0492,0,0.0423,0.0768,0.04,0.0679,0.0239,0.0608,0.0997,0.045
"Timbiquí","Cauca","7636",0.6988,0.6987,0.3899,0.6432,0.3994,0.1539,0.9679,0.8043,1.0948,0.9625,0.7011,0.0203,0.0233,0.0157,0.0229,0.0344,0.876,0.0501,0.8475,0.9027,0.9,0.1037,0.0501,0.1367,0.0745,0.0656,0.1894,0.2272,0.2336,0.1416,0.0672
"Timbío","Cauca","6174",0.8235,0.8235,0.5272,0.8034,0.7255,0.4329,0.9671,0.8598,0.9572,1.0299,0.9154,0.0369,0.0233,0.0199,0.0584,0.0401,0.8987,0.0103,0.9506,0.8316,0.8798,0.0643,0.0103,0.0295,0.11,0.0801,0.0748,0.0413,0.0607,0.11,0.0454
"Sucre","Cauca","1736",0.4378,0.4378,0.2522,0.4693,0.3514,0.2287,0.4793,0.4261,0.5487,0.4425,0.4268,0.0347,0.0408,0.0464,0.0325,0,0.917,0,0.918,0.9025,0.9304,0.0483,0,0.0355,0.065,0.0696,0.0434,0.0204,0.0519,0.0469,0.0174
"Suárez","Cauca","7043",0.6401,0.6401,0.4135,0.6675,0.54,0.2492,0.6991,0.7543,0.8092,0.6881,0.4203,0.0382,0.0206,0.0324,0.0467,0.0547,0.9179,0.0115,0.9185,0.8996,0.9305,0.0438,0.0115,0.0491,0.0537,0.0147,0.0856,0.0206,0.1012,0.0935,0.0421
"Sotara","Cauca","2480",0.4891,0.4891,0.2539,0.4829,0.4376,0.2644,0.523,0.4404,0.5773,0.5339,0.4178,0.0208,0.0471,0.0174,0.0267,0.0053,0.936,0.0118,0.9426,0.9176,0.9574,0.0432,0.0118,0.04,0.0557,0.0372,0.0694,0.0824,0.073,0.0757,0.0372
"Silvia","Cauca","8416",0.6999,0.6999,0.4472,0.7305,0.5746,0.3159,0.7999,0.6924,0.8708,0.8153,0.6435,0.0242,0.0157,0.0112,0.0407,0.0384,0.9177,0.0098,0.9257,0.8899,0.9218,0.0581,0.0098,0.0631,0.0694,0.0398,0.0881,0.0372,0.1004,0.0972,0.048
"Santa Rosa","Cauca","1133",0.7714,0.7714,0.5275,0.7714,0.6115,0.3523,0.8279,0.7802,0.9722,0.8005,0.5544,0.0586,0.0423,0.0308,0.1115,0.0374,0.8699,0,0.8923,0.7902,0.9439,0.0714,0,0.0769,0.0984,0.0187,0.0768,0.0141,0.0769,0.118,0
"Santander de Quilichao","Cauca","20981",0.9684,0.9682,0.6782,0.9618,0.8149,0.5494,1.1126,0.9451,1.1164,1.1233,1.1639,0.0348,0.0234,0.0251,0.0499,0.0371,0.8958,0.0028,0.9143,0.8399,0.9311,0.0693,0.0028,0.0606,0.1102,0.0318,0.0795,0.0248,0.0758,0.1148,0.0305
"San Sebastián","Cauca","1886",0.5196,0.5196,0.3101,0.5028,0.4694,0.3159,0.5885,0.6357,0.5817,0.6036,0.5577,0.0225,0,0.0048,0.0464,0.0229,0.9408,0,0.9714,0.8866,0.96,0.0366,0,0.0238,0.067,0.0171,0.0656,0.0366,0.0357,0.1157,0.0398
"Rosas","Cauca","1799",0.6971,0.6971,0.3431,0.6476,0.6629,0.4182,0.7493,0.5839,0.7483,0.8217,0.6848,0.026,0.0375,0.0075,0.0513,0.0088,0.9295,0.0125,0.9757,0.8777,0.9292,0.0445,0.0125,0.0168,0.071,0.0619,0.0608,0.0375,0.0598,0.0809,0.0265
"Puracé","Cauca","3641",0.702,0.702,0.3734,0.6876,0.6495,0.3273,0.7539,0.6139,0.799,0.8324,0.5614,0.0344,0.0155,0.014,0.0587,0.049,0.8873,0,0.9524,0.8016,0.8431,0.0783,0,0.0337,0.1397,0.1078,0.1089,0.0258,0.0811,0.1741,0.0621
"Puerto Tejada","Cauca","7926",1.0319,1.0318,0.5423,0.9801,0.9112,0.5939,1.1399,0.895,1.1748,1.2196,1.0134,0.0229,0.0249,0.0165,0.0235,0.04,0.9281,0.0522,0.9412,0.912,0.9318,0.0489,0.0522,0.0424,0.0644,0.0282,0.0939,0.0821,0.0898,0.1202,0.0458
"Piendamó","Cauca","7844",0.8876,0.8876,0.5367,0.9051,0.7748,0.4271,0.9973,0.8482,1.0653,1.0351,0.8314,0.0277,0.0262,0.0154,0.0447,0.0253,0.9228,0.002,0.9418,0.8796,0.9494,0.0495,0.002,0.0428,0.0757,0.0253,0.0725,0.0282,0.055,0.1167,0.0337
"Piamonte","Cauca","2354",0.7324,0.7324,0.5052,0.7427,0.5222,0.1888,0.7995,0.799,1.004,0.7529,0.3564,0.0347,0.0387,0.0356,0.0361,0.0167,0.785,0,0.7937,0.6831,0.9333,0.1803,0,0.1707,0.2808,0.05,0.1008,0.0258,0.1057,0.1347,0.0083
"Patía","Cauca","7142",0.7562,0.7562,0.4587,0.8061,0.5679,0.3476,0.8635,0.8157,0.975,0.8341,0.6943,0.0309,0.0494,0.0186,0.0449,0.0296,0.9092,0,0.9303,0.8527,0.9521,0.0599,0,0.0511,0.1024,0.0183,0.0899,0.0272,0.0952,0.1207,0.0282
"Paez","Cauca","12814",0.7032,0.7032,0.4962,0.7343,0.5556,0.2375,0.7579,0.7041,0.8855,0.7358,0.4604,0.0405,0.0238,0.0248,0.0691,0.0511,0.8505,0.0083,0.8653,0.7773,0.9083,0.109,0.0083,0.1099,0.1537,0.0406,0.1297,0.0333,0.1369,0.1652,0.0511
"Padilla","Cauca","1870",0.7059,0.7059,0.3066,0.6995,0.5923,0.3666,0.7824,0.8248,0.8491,0.7585,0.6657,0.0198,0,0.0143,0.0243,0.0352,0.9187,0,0.9476,0.8621,0.9207,0.0615,0,0.0381,0.1136,0.0441,0.1162,0.0354,0.0889,0.1826,0.0881
"Morales","Cauca","8924",0.7348,0.7338,0.4179,0.7407,0.6374,0.3032,0.8093,0.7285,0.8927,0.8341,0.5805,0.0333,0.0347,0.0185,0.0502,0.0483,0.9042,0.0017,0.9352,0.8493,0.884,0.0625,0.0017,0.0463,0.1004,0.0677,0.0888,0.0277,0.0917,0.1109,0.0539
"Miranda","Cauca","5925",0.8842,0.8841,0.6993,0.8605,0.7614,0.5196,1.0354,0.9412,1.1152,1.0237,0.9169,0.0263,0.0276,0.021,0.0345,0.0205,0.8962,0,0.92,0.8429,0.923,0.0775,0,0.059,0.1226,0.0565,0.0693,0.0221,0.0824,0.081,0.0295
"Mercaderes","Cauca","4160",0.5226,0.5224,0.37,0.5127,0.4339,0.3122,0.562,0.6133,0.6033,0.5537,0.4657,0.0385,0.0435,0.023,0.0556,0.0405,0.9119,0,0.9449,0.8541,0.9277,0.0496,0,0.0321,0.0902,0.0318,0.0868,0.0163,0.0681,0.1459,0.0405
"López","Cauca","5469",0.8318,0.8318,0.4623,0.7937,0.5091,0.2226,1.021,0.8615,1.2197,0.9768,0.6338,0.0345,0.0591,0.0307,0.0329,0.0404,0.8808,0.0544,0.881,0.8779,0.8846,0.0846,0.0544,0.0883,0.0892,0.075,0.1485,0.0709,0.2037,0.1053,0.05
"La Vega","Cauca","4490",0.4967,0.4967,0.3051,0.5127,0.4321,0.2478,0.588,0.5424,0.622,0.6052,0.4981,0.0414,0.0781,0.0166,0.0633,0.0481,0.9034,0,0.9374,0.8577,0.8942,0.0551,0,0.046,0.0791,0.0577,0.1061,0.0573,0.0984,0.1448,0.0609
"La Sierra","Cauca","1819",0.8087,0.8087,0.4207,0.8019,0.7288,0.4349,0.9236,0.7034,0.9585,0.9477,0.8952,0.0177,0.0196,0.0043,0.0358,0.0135,0.9444,0,0.9629,0.9104,0.9552,0.0379,0,0.0328,0.0538,0.0314,0.077,0.0098,0.0685,0.1201,0.0269
"Jambaló","Cauca","4456",0.7325,0.7325,0.3924,0.7282,0.6715,0.42,0.8191,0.7165,0.8354,0.8694,0.7316,0.024,0.0035,0.007,0.0444,0.0431,0.9279,0,0.9398,0.8967,0.9246,0.0481,0,0.0533,0.0589,0.0323,0.0618,0.0071,0.0691,0.082,0.0194
"Inzá","Cauca","7170",0.8686,0.8686,0.5136,0.8777,0.7147,0.4065,0.9537,0.7792,1.0437,0.9842,0.7445,0.0227,0.0082,0.011,0.0416,0.0259,0.8979,0.0287,0.9221,0.848,0.9001,0.0794,0.0287,0.0669,0.1104,0.0739,0.1187,0.0411,0.0967,0.1845,0.07
"Guapi","Cauca","7569",0.7437,0.7437,0.4006,0.6898,0.4671,0.1929,0.9575,0.8983,1.09,0.9248,0.7065,0.0193,0.0142,0.0163,0.0264,0.0155,0.9591,0.0142,0.9694,0.9407,0.955,0.0216,0.0142,0.0142,0.033,0.0295,0.1479,0.1752,0.1538,0.1677,0.028
"Guachene","Cauca","3820",0.7304,0.7304,0.4296,0.7625,0.5386,0.3526,0.8034,0.8345,0.9409,0.7386,0.6113,0.017,0.0127,0.0105,0.0273,0.0187,0.9526,0,0.963,0.9233,0.9652,0.0304,0,0.0265,0.0494,0.016,0.0888,0.0253,0.0683,0.1597,0.0267
"Florencia","Cauca","943",0.8738,0.8738,0.6438,0.8579,0.7607,0.4503,0.9671,1,1.0107,0.9816,0.8304,0.0567,0.0411,0.0292,0.1063,0.0179,0.8855,0,0.9523,0.7688,0.9464,0.0578,0,0.0186,0.125,0.0357,0.0952,0.0959,0.0371,0.1781,0.0536
"El Tambo","Cauca","10036",0.7789,0.7789,0.4949,0.7632,0.6451,0.3678,0.8664,0.8085,0.9537,0.8622,0.6962,0.0476,0.0207,0.0394,0.0695,0.0384,0.9129,0.0032,0.921,0.8763,0.9392,0.0395,0.0032,0.0396,0.0542,0.0224,0.079,0.051,0.0948,0.0795,0.0309
"Caloto","Cauca","6181",0.8766,0.8766,0.4219,0.8104,0.8054,0.5089,1.0215,0.8276,0.9838,1.1243,0.9991,0.0274,0.0201,0.0125,0.0465,0.0245,0.9057,0.0025,0.9344,0.8457,0.9448,0.0669,0.0025,0.0531,0.1078,0.0307,0.0853,0.0503,0.0781,0.118,0.0368
"Caldono","Cauca","10153",0.9153,0.9152,0.5756,0.9177,0.7892,0.3716,0.9936,0.95,1.1036,1.0256,0.6503,0.0218,0.0187,0.0097,0.0321,0.0475,0.8881,0.0117,0.8924,0.8612,0.8871,0.0902,0.0117,0.0979,0.1066,0.0653,0.1168,0.0433,0.1275,0.1306,0.0822
"Cajibío","Cauca","8881",0.7162,0.7161,0.5015,0.7624,0.5966,0.3094,0.7845,0.8125,0.8937,0.782,0.5217,0.03,0.0143,0.0279,0.037,0.0313,0.913,0.0161,0.9191,0.8832,0.9313,0.057,0.0161,0.053,0.0798,0.0375,0.0761,0.0268,0.0818,0.0931,0.0344
"Buenos Aires","Cauca","7426",0.6535,0.6535,0.3954,0.66,0.5412,0.2688,0.7464,0.6732,0.8812,0.7391,0.464,0.0188,0.0146,0.0079,0.0314,0.0342,0.9437,0.0024,0.9508,0.9203,0.9545,0.0375,0.0024,0.0413,0.0483,0.0114,0.0848,0.034,0.0882,0.1076,0.0342
"Bolívar","Cauca","6327",0.7446,0.7446,0.3726,0.7822,0.6439,0.427,0.8103,0.5996,0.8759,0.8279,0.72,0.0235,0.0429,0.0228,0.0275,0.0093,0.9409,0,0.9572,0.9104,0.9562,0.0356,0,0.02,0.0621,0.0345,0.0411,0.0286,0.0373,0.0527,0.0305
"Balboa","Cauca","4156",0.7673,0.7673,0.4578,0.8291,0.5886,0.266,0.8422,0.8084,1.0296,0.8186,0.4866,0.0529,0.0201,0.0405,0.0742,0.068,0.8867,0.008,0.9138,0.8216,0.9053,0.0605,0.008,0.0457,0.1042,0.0266,0.1002,0.0402,0.0956,0.1378,0.0414
"Argelia","Cauca","5421",0.9264,0.926,0.6814,1.0072,0.6981,0.2595,1.0677,1.1651,1.2477,1.0698,0.6002,0.0477,0.0399,0.0336,0.0704,0.0591,0.9026,0,0.9302,0.8332,0.9286,0.0498,0,0.0362,0.0963,0.0123,0.0869,0.0539,0.0949,0.0987,0.0246
"Almaguer","Cauca","3426",0.5733,0.5733,0.4531,0.6034,0.4679,0.3027,0.7032,0.7265,0.6916,0.622,0.8732,0.0224,0.0225,0.0086,0.0387,0.0274,0.9233,0.0056,0.9432,0.8967,0.8938,0.0543,0.0056,0.0482,0.0646,0.0788,0.0538,0.0056,0.0472,0.089,0.0205
"Popayán","Cauca","50744",1.0679,1.0667,0.7126,1.0603,0.9433,0.6728,1.1915,1.0012,1.1926,1.2162,1.2269,0.0338,0.0291,0.0282,0.0462,0.0225,0.9198,0.0041,0.9463,0.8722,0.9341,0.0464,0.0041,0.0255,0.0816,0.0434,0.0706,0.0413,0.0605,0.1035,0.0337
"Valparaíso","Caquetá","1857",0.6279,0.6279,0.5455,0.6804,0.4382,0.1976,0.6785,0.9752,0.8526,0.5946,0.3658,0.05,0.0085,0.042,0.0752,0.0484,0.8976,0,0.8966,0.8596,0.9355,0.0524,0,0.0614,0.0652,0.0161,0.1095,0.0254,0.1454,0.1003,0.0403
"Solita","Caquetá","1589",0.7797,0.7797,0.4463,0.7569,0.6502,0.291,0.8578,0.9339,0.9404,0.9286,0.4776,0.0541,0.0796,0.0293,0.0707,0.0902,0.8603,0,0.8699,0.8233,0.9016,0.0856,0,0.1008,0.106,0.0082,0.1111,0.0177,0.1154,0.1452,0.041
"Solano","Caquetá","3209",0.7261,0.7261,0.55,0.7727,0.4415,0.1238,0.7822,0.8357,1.0443,0.6641,0.2794,0.0666,0.0556,0.0556,0.1,0.0374,0.8967,0,0.9131,0.8391,0.9159,0.0368,0,0.0313,0.0609,0.0467,0.1124,0.0385,0.1363,0.0984,0.0374
"San Vicente del Caguán","Caquetá","13087",0.9399,0.9391,0.6424,0.938,0.7351,0.3568,1.0188,1,1.178,1.0012,0.6321,0.078,0.0667,0.0699,0.1005,0.0567,0.8597,0.0085,0.869,0.8137,0.9048,0.0623,0.0085,0.0611,0.0859,0.0385,0.1022,0.0423,0.124,0.1007,0.0324
"San José del Fragua","Caquetá","3560",0.8062,0.8062,0.6125,0.8067,0.6033,0.3361,0.8795,0.8967,1.0116,0.8531,0.6,0.0691,0.0988,0.0713,0.0678,0.0372,0.8477,0,0.8789,0.7686,0.8953,0.0833,0,0.0498,0.1636,0.0676,0.1097,0.0288,0.1144,0.1378,0.0642
"Puerto Rico","Caquetá","6769",0.7186,0.7186,0.5761,0.7286,0.5418,0.2821,0.7743,0.842,0.9258,0.7237,0.48,0.0557,0.0686,0.04,0.0783,0.0514,0.9054,0.0046,0.9063,0.8915,0.9257,0.039,0.0046,0.0537,0.0302,0.0229,0.0828,0.0572,0.1104,0.0678,0.0152
"Morelia","Caquetá","829",0.6864,0.6864,0.4225,0.6943,0.5963,0.1449,0.7394,0.8169,0.8771,0.7741,0.2826,0.1028,0.2069,0.0489,0.1579,0.0769,0.7569,0,0.8306,0.6316,0.7949,0.1403,0,0.1205,0.2105,0.1282,0.1207,0.0517,0.1433,0.1196,0.0513
"Milán","Caquetá","2883",0.6337,0.6337,0.5802,0.6119,0.4486,0.1913,0.6788,0.7284,0.8123,0.6405,0.3554,0.0475,0.0395,0.0355,0.0721,0.0403,0.8372,0.0056,0.7947,0.8507,0.9329,0.1152,0.0056,0.1698,0.0772,0.0268,0.1566,0.0113,0.2053,0.1409,0.0604
"La Montañita","Caquetá","3928",0.6642,0.6642,0.4645,0.6289,0.5395,0.2242,0.724,0.7387,0.8259,0.7434,0.407,0.0683,0.0568,0.0563,0.0864,0.0789,0.8822,0,0.9006,0.8423,0.8728,0.0494,0,0.0431,0.0713,0.0482,0.0977,0.0611,0.1125,0.1026,0.0263
"El Paujil","Caquetá","4446",0.5481,0.5481,0.4155,0.5356,0.403,0.1975,0.6347,0.6032,0.6856,0.6343,0.5188,0.078,0.0756,0.0803,0.0829,0.0476,0.8594,0,0.852,0.8439,0.8952,0.0626,0,0.0677,0.0732,0.0571,0.1232,0.0311,0.1575,0.1183,0.0333
"El Doncello","Caquetá","4484",0.7453,0.7451,0.4699,0.7302,0.6064,0.4159,0.8207,0.7135,0.8775,0.8291,0.7139,0.0542,0.0786,0.0469,0.0607,0.0491,0.9078,0,0.9202,0.887,0.9145,0.0379,0,0.0329,0.0523,0.0363,0.0812,0.0611,0.0973,0.0843,0.0321
"Curillo","Caquetá","2024",0.8024,0.8024,0.4583,0.7477,0.6913,0.3313,0.8661,0.6726,0.9393,0.969,0.5573,0.0783,0.0796,0.0687,0.0906,0.0769,0.8617,0,0.8839,0.8203,0.8718,0.06,0,0.0474,0.089,0.0513,0.0982,0.0708,0.0886,0.1367,0.0127
"Cartagena del Chairá","Caquetá","8440",0.8537,0.8525,0.5907,0.8978,0.592,0.2481,0.9294,0.9615,1.1636,0.8265,0.481,0.0876,0.0856,0.0935,0.089,0.0364,0.8701,0.0015,0.8545,0.8652,0.9579,0.0424,0.0015,0.052,0.0457,0.0057,0.0982,0.0363,0.129,0.0767,0.0192
"Belén de los Andaquies","Caquetá","2858",0.6851,0.6851,0.4925,0.7396,0.4913,0.254,0.7418,0.8392,0.9307,0.6625,0.442,0.0612,0.0599,0.0554,0.0788,0.0313,0.8823,0,0.8623,0.8745,0.9688,0.0565,0,0.0822,0.0467,0,0.1143,0.0299,0.1289,0.1372,0.026
"Albania","Caquetá","1096",0.7418,0.7418,0.4815,0.8247,0.5288,0.2819,0.781,0.8519,0.982,0.712,0.4149,0.0666,0.058,0.0664,0.0699,0.0641,0.8832,0,0.8627,0.8934,0.9103,0.0502,0,0.0709,0.0368,0.0256,0.0619,0.0435,0.0801,0.0551,0
"Florencia","Caquetá","35280",0.9078,0.9069,0.6522,0.9118,0.754,0.4086,1.049,0.9161,1.1248,1.0537,0.9258,0.0593,0.0467,0.0514,0.0766,0.0459,0.8457,0,0.8846,0.7629,0.877,0.0949,0,0.064,0.1605,0.077,0.1123,0.0214,0.1085,0.1581,0.0408
"Viterbo","Caldas","2092",0.8681,0.8676,0.7881,0.8401,0.763,0.437,0.9598,1.0397,0.9761,1.011,0.7909,0.0327,0.0221,0.0253,0.0429,0.0317,0.8977,0,0.928,0.8383,0.9286,0.0697,0,0.0467,0.1187,0.0397,0.1111,0.0294,0.104,0.1617,0.0357
"Villamaría","Caldas","10749",0.8271,0.818,0.52,0.7887,0.7555,0.503,0.9031,0.7177,0.8966,0.973,0.8704,0.0327,0.0483,0.0186,0.0458,0.0303,0.9026,0,0.9359,0.8469,0.9374,0.0648,0,0.0455,0.1073,0.0322,0.0887,0.0426,0.0886,0.117,0.0379
"Victoria","Caldas","1902",0.7198,0.7198,0.5157,0.6339,0.607,0.4966,0.785,0.6415,0.7555,0.8479,0.8087,0.0482,0.0294,0.0211,0.0804,0.0539,0.919,0,0.9528,0.8729,0.9129,0.0328,0,0.026,0.0467,0.0332,0.0971,0.0392,0.0813,0.1458,0.0539
"Supía","Caldas","5048",0.8471,0.8471,0.5011,0.8249,0.7194,0.5702,0.9558,0.6667,0.9469,1.0294,0.9913,0.0315,0.0328,0.0234,0.0389,0.0382,0.924,0,0.948,0.8834,0.9267,0.0445,0,0.0286,0.0778,0.0351,0.0669,0.0182,0.0754,0.0832,0.026
"San José","Caldas","801",0.9263,0.9263,0.4737,0.7655,0.9722,0.605,1.0612,0.5526,0.9124,1.3651,1.1849,0.0195,0.0476,0.0192,0.0231,0,0.9507,0,0.9712,0.934,0.9386,0.0298,0,0.0096,0.0429,0.0614,0.0856,0.0238,0.0962,0.0957,0.0526
"Samaná","Caldas","3956",0.7973,0.7973,0.4829,0.7293,0.7363,0.5952,0.8731,0.5943,0.8335,0.9649,0.9558,0.0245,0.024,0.0145,0.0304,0.0419,0.9399,0,0.9496,0.9183,0.9471,0.0356,0,0.0359,0.0513,0.011,0.0607,0.0048,0.0677,0.0738,0.0308
"Salamina","Caldas","3048",0.6184,0.6178,0.4375,0.5742,0.5571,0.4626,0.7425,0.5458,0.6769,0.8075,0.8661,0.0225,0.0229,0.011,0.0293,0.0355,0.955,0,0.9633,0.9483,0.9408,0.0225,0,0.0257,0.0223,0.0237,0.0674,0.0076,0.0649,0.0978,0.0325
"Risaralda","Caldas","1811",0.7968,0.7968,0.527,0.7989,0.6683,0.4518,0.8818,0.75,0.9352,0.9142,0.7475,0.0641,0.045,0.0594,0.0709,0.0749,0.8705,0,0.8967,0.8327,0.8235,0.0654,0,0.0438,0.0965,0.1016,0.0965,0.027,0.0849,0.1358,0.0749
"Riosucio","Caldas","8914",0.8675,0.8675,0.5725,0.8101,0.8321,0.6955,0.9652,0.6959,0.8921,1.0374,1.1657,0.0204,0.0239,0.0111,0.0282,0.0258,0.9307,0,0.9615,0.8852,0.9297,0.0489,0,0.0275,0.0866,0.0444,0.0498,0.011,0.0445,0.0707,0.0355
"Pensilvania","Caldas","3562",0.7726,0.7726,0.5872,0.7066,0.7011,0.5471,0.8641,0.7315,0.8112,0.9246,0.9503,0.0355,0.0275,0.0183,0.0526,0.0455,0.9224,0,0.9517,0.8767,0.9264,0.042,0,0.03,0.0707,0.0281,0.0523,0.0183,0.0433,0.0832,0.0216
"Palestina","Caldas","2626",0.877,0.877,0.5974,0.8449,0.7582,0.5108,0.9794,0.7359,0.9858,1.0716,0.9084,0.0387,0.0529,0.0351,0.0477,0.0215,0.8875,0,0.9245,0.802,0.9448,0.0738,0,0.0405,0.1504,0.0337,0.0993,0.0353,0.0872,0.143,0.0644
